fear	Zasypywano pociskami zamek, zasypywano miasto, wszystkie bramy, wszystkie baszty.
anticipation	— dodał, ja z Neorżą moim powoli sobie radę dam.. jam nie wieczny, ani on...
fear	— Ja dawniej wiszę — szepnął cicho Andrzej, z jakimś ledwie odczutym akcentem bólu, i twarz mu pobladła, ale oczy natychmiast rozbłysły dawną energją wytrwania i uporu.
sadness	Ból jego serdeczny coraz bardziej ginął pod uczuciem wstydu, upokorzenia, zranionej miłości własnej.
sadness	Nie sposób było pisać ni jeść porządnie, słowem sto razy w ciągu dnia brakowało mi tych przedmiotów.
disgust	— Wracajcie skądeście przyszli.
sadness	Nie miał nikogo, z kim mógłby, lub chciał podzielić się myślami.
sadness	Ale zapomniałam o biednych w Sacca!
joy	O prześlicznie, panie O’Haro!
surprise	— O!
surprise	Nagle zadzwoniło, zawirowało.
surprise	Nie powiadano ci jeszcze?
fear	Grzmoty zgłuszyły strzelaninę i zataczając się kołem, dudniąc, hucząc, budziły straszne echo w skałach.
neutral	Toteż wkrótce w wyznaczonym miejscu stanęła walcowata budka, jakby pieprzniczka, nakryta szpiczastym dachem.
fear	— bełkotał przestraszony, bo Antek puścił kosę i szedł ku niemu blady, ze strasznymi oczami.
trust	— W jego ręku teraz zbawienie ojczyzny, a że gotów za nią życie oddać, niech mu Bóg błogosławi.
joy	Radość i zapał błysły w oczach Edmunda i złotnik się oddalił, pozostawiając swego młodego przyjaciela w najrozkoszniejszych oczekiwaniach.
sadness	Przekazywali sobie osobliwe wieści o pogrzebie wielkiego chana.
surprise	Ze zdumieniem spostrzegła, że służba zapala nad stołami lampy ze światłem skoncentrowanym.
joy	— Jesteś dobry i wielki, mój panie — rzekła Hayde, całując dłoń hrabiego — jestem szczęśliwa, że należę do ciebie.
sadness	— Istny potop — szepnął po chwili, a opierając czoło o szybę, dodał — Ciemno choć oko wykol.
sadness	Dlatego gdy tamte szczęśliwe... ja umieram z upokorzenia, z tęsknoty, ze wstydu.
joy	Winszuję panu, panie Murek.
surprise	Nigdy jeszcze nie widziałam człowieka w takim stanie.
neutral	Jedno na pierwszym piętrze za sto franków dziennie, drugie na trzecim za dziesięć franków.
anger	— Od chwili gdy zostałeś panem Egiptu, zbrodniarzami są ci, którzy ośmielają się widywać ciebie i nie zdawać sprawy z tego, o czym raczysz mówić...
neutral	Sadownik Zajmweł odwiózł do domu zmiętą czerwoną pościel i ostatni wózek zimowych jabłek.
neutral	Otworzyłem „ Le Figaro ”.
anticipation	Wyczekawszy jeszcze chwilę, puknął leciuchno w ten sam sposób.
joy	Dziewczynka też, którą Jan naparł się wziąć od matki, mileńka była, wesoleńka i zawczasu już porządek w chacie robić zaczęła, a i bratowa, choć płocha i w romansach niepowściągniona, dzieci swoje często nawiedzała i jego doglądała, wesołą swoją gadatliwością babską śmiesząc czasem i rozrywając.
neutral	— pytał karczmarza Zagłoba.
anger	— Ośle głupi!
anticipation	— Chciałbym, aby byli przy tym Albert de Morcerf i Raul de Château-Renaud; wiesz pan, że prosiłem ich już na świadków.
surprise	Gdy Otocki podjechał na Smolną do „ Sygnałów ”, okazało się, że partyjne zebranie jeszcze się nie skończyło.
anger	— Wykup!
surprise	Gedymin zwrócił wę nagle ku niemu.
joy	Młody książę przybywał bardzo wcześnie na miłe wieczory matki, która powtarzała mu ciągle:
joy	Mimika, gesty, w połączeniu z częstymi zmianami głosu, jakimi Bixiou malował swoje figury, musiały być doskonałe, bo trzej słuchacze wydawali bezwiednie krzyki uznania oraz pomruki radości.
anger	Nie gadajcie tyle, mówie, za dużo tej gadaniny: dobra kosa dla łąki, dobra bedzie i dla żyta.
trust	— Zostań pani!... sprawi mi to prawdziwą ulgę pomówić z osobą, obcą jeszcze temu światu kłamstwa i pustoty!
anger	Ale chyba nie byłbym Rynaldem Montalban, żebym mu tego wszystkiego, mimo jego czarów, drogo nie zapłacił, jak tylko z łoża się zdźwignę.
trust	Widzisz, że wszystko tak urządziłam, żeby twój portret nie był skończony i żebyś mógł przyjechać do Przytułowa.
trust	Tak w niej znać było, że ona oddaje mu się z biciem serca, ale zarazem z ufnością, że oddaje mu serce, duszę i całą istotę, całe życie, i to nietylko na dobre, ale na każde chwile życia — i aż do końca życia, że pod tym względem żaden cień nie powstał w umyśle Połanieckiego, a ta pewność uczyniła go w tej chwili lepszym, tkliwszym i wymowniejszym, niż bywał zwykle.
anger	— Do stu diabłów, są inne środki okazywania miłości, niż Homer.
surprise	— Oho!
anticipation	Jednego dnia siostrzenice pani de Montcertin pytały ją, co to jest miłość.
sadness	Ogólnie wiedziano, że w młodości przeżyła dramat, bo jej narzeczony zginął na froncie w 1920 roku i od tego czasu ani na dzień jeden nie zdjęła po nim żałoby.
anticipation	Spodziewałam się, że go dostaniemy.
disgust	Pożyczać u ludzi?
surprise	— spytał niespodzianie.
disgust	— Nieruchome spojrzenie Ricarda zbiło go z tropu i dodał zmieszanym tonem: — Mówię, że to pospolity, marny złodziej bez żadnego znaczenia.
fear	Ale jeżeli mimo wszystko nie zdołam zajść do Niego?
joy	Szwentas ściskał go i całował.
anger	— Nie.
anger	Co znowu?
fear	— A jeśli pomyłką jest to wszystko?
anger	— Na to się mu podcina skrzydła!
anger	Ale nie mogąc się ognać zbereźnikom, które jako te wróble obsiadały sztachety, a śmielsze nawet już pod okna się przebierały, to jeno przygrażał księżym cybuchem a wyklinał.
anticipation	Niebo, które zatrzymało nas tutaj i zesłało niepogodę umyślnie po to, abyś pan usłyszał historię moich amorów, czegóż znów teraz sobie życzy? ”.
sadness	— Przychodzi do siebie — powiedziałem — ale bardzo osłabiony.
joy	Spotkali się oczami.
joy	Nie przeszkodziło to jednak przyjaciołom utrzymywać dalsze serdeczne stosunki.
surprise	Ja, znając pułkownika, byłam również pewna, że nie zainteresuje go bliżej ta kwestia.
joy	— Nawrócony!... nawrócony faraon!...
fear	Emil czuł, że się dusi.
surprise	Nie wiedzieć dlaczego, to, co innym wydawało się pochlebne i zaszczytne, ją drażniło i obrażało.
joy	A jakie z niej porządne i uczciwe dziewczynisko!
surprise	Z trudem mu go wydarliśmy, a gdy ujrzał go w naszych rękach, był zdumiony.
sadness	Ona chciałaby pozostać przy swojej mamie, ale jakże to uczynić, jeżeli mama tego nie chce?...
anticipation	— Czekać wystrzału.
fear	Pełno krwi na was...
anger	Miłosierny Bóg niechaj uczyni to, aby wrogowie nasi utonęli we własnej krwi z ran, które wy im zadacie! ”
anger	Nie zawojujecie tych ziem!
surprise	— Kto taki?
anticipation	— A tyś co robił, jak go nie było?
anger	Beetle, bierz go!
surprise	— Czy nigdy się nie modliłaś w życiu?
surprise	— Procą?
surprise	— Ależ nie miałeś strzelby z sobą?
disgust	— Nie przystoi to mojej czci szlacheckiej.
joy	Pochwal się, że jesteś.
anger	Nienawidzę tego okrutnego rygoru i żelaznej logiki tych ludzi, którzy pojedyncze osoby czynią odpowiedzialnymi za losy narodów! ”
joy	— dokończył powstrzymując śmiech knecht.
joy	A oni krzyczą: „ Niech żyje ulica, niech żyje Pupek! ”.
joy	Za piękną Greczynką, która jechała znużona do kąpieli, gryząc w ustach zwiędły kwiatek, biegli konno na desultorskich rumakach, młodzi synowie rycerzy, upojeni wonią, winem i śpiewami, śpiesząc do Ganeów pompejańskich, na miłosne schadzki z ulubienicami...
anger	Oto sprzykrzyły mi się twoje posądzenia, nie w smak i to, że na mnie ustawnie brwi marszczysz i surowie spoglądasz...
neutral	— Opisuję ci pusty kraj w Północnej Ameryce, nazywany Parkiem Narodowym.
joy	Monte Christo uśmiechnął się.
surprise	Teraz ledwo–ledwo rozumiem, że się to ze mną zdarzyło.
joy	Wszyscy uniesieni szczytnym krajobrazem byli niezdolni sformułować tych wrażeń, jakich doznawali.
anger	Ty napchana jesteś trocinami — i może ci z tym dobrze.
anger	— Nigdy!
joy	W minutę później ciocia Gabriela była już zdrowa.
neutral	Na wieżach Panny Marii biły dzwony, napełniając miasto spiżowym dźwiękiem i płosząc stada kawek i gołębi.
anger	Tu nie o łowach myśleć trzeba!
anger	— Nie zapomniałam cię, drapichruście!
surprise	Z kolei Plersch, słuchając, niemal osłupiał.
joy	Jaka mama będzie szczęśliwa, żeśmy się spotkali! ” Było mi równie pilno dowiedzieć się jej nazwiska, jak jej ujrzeć że się kłaniam wreszcie ze świadomością rzeczy i że jej uśmiech, wytrzymywany bez końca niby nuta gis, może się wreszcie skończyć.
joy	Rozweseliły mnie nieco dawno znane, rzęsiście oświetlone magazyny i sklepy i z lżejszym już sercem wysiadałem przy Gray’s Inn.
anticipation	— Jeszcze, jeszcze trochę!
anger	Głupi człowiecze! głupi!
anticipation	Masz pan dla mnie może trochę złota za moje talary?
anger	Czy tego nie widzisz?
surprise	Wówczas pojął, że go oszukano.
anger	— Powiadam paniczkom, Sodoma, Gomora, a jakże!
disgust	Twarz jego i broda były bladożółte, a ręce i odzienie zawalane bezecnym plugastwem.
disgust	Prawdziwe paskudztwo.
anger	— No bo co?.. zbijesz mnie, wyrzucisz na śmieci, nie dasz jeść?..
surprise	— Cóż takiego? co? na Boga! podnosząc się z siedzenia odezwała się wylękła Dobkowa.
surprise	To dziwne, przecież minął już tydzień.
joy	Z dumą spoglądać nań mogła młoda pani.
surprise	— Co?
joy	Delikatny wietrzyk hasał po pokoju.
surprise	Mój Boże.
trust	Serce jego szerokie.
neutral	Wtedy też do izby wsunęła się Franka i, jak widmo cicha, przesunąwszy się pod ścianą, w kącie na ziemi usiadła.
trust	Ten dobry ojciec Morlon miał wielki wpływ na moją inteligencję; miał Szekspira w przekładzie pana Letourneur; bratanek jego pożyczał dla mnie kolejno wszystkie tomy tego dzieła, obszernego jak dla dziecka, osiemnaście czy dwadzieścia tomów.
disgust	— Ee... ja by go nie tak zrobił...
trust	To jest szczera prawda.
anger	— O co ci tedy chodzi?
surprise	Lecz ona porwała się z krzesła.
sadness	Na fotelu, pod którym zaskrzypiała podłoga, siedziała margrabina Crescenzi, której oczy napełnione łzami spotkały się wprost z oczami Fabrycego, również w nielepszym stanie.
joy	— zawołał Tomek uradowany i pomyślał z niejakim zadowoleniem:
anticipation	Naprawdę, wielką bym miał ochotę ubrać Formińskiego w kos­tium Iksa, a dla redaktora Panoramy Tygodnia.
disgust	To wstyd!
sadness	Dwaj przepadli bez śladu...
trust	Bóg mu to dał, bo zasłużył; złota była to dusza, wszystkich dobrych ludzi kochał serdecznie, a twarz to miał taką, jak aniołek.
anticipation	Cyrus Smith i jego towarzysze stali na szczycie góry przez blisko godzinę.
anger	Zacisnęła ręce.
joy	Rozbawiona Łucja śmiała się bez przymusu.
trust	Nie sprzeciwiała się.
anticipation	Przeciera oczy, poprawia włosy — zaraz do okna.
fear	Był mężczyzną, a czuł się bezsilnym w obec losu.
neutral	— odrzekli Kosma i Damian.
trust	Który chcesz — bierz.
neutral	Jeden zaprząg na samym końcu orszaku całkiem był nie przysypany.
surprise	— Znowu waha się pan?
anticipation	Lecz zanim je opowiem, chciałabym wiedzieć, czy w istocie między nami znajduje się najwspanialszy rycerz Don Kichot z Manchy i najznakomitszy jego giermek, Sancho Pansa?
trust	Dżek wybrał drogę najwłaściwszą.
anticipation	Może zapalisz cygaro?
anticipation	Jakże rozkosznie byłoby usłyszeć wyznanie jego prawdziwych uczuć!
anger	— Krew cię ujdzie!
joy	— To, to, mój oficerze!
anger	Nie każdy ma czarnych niewolników, książęce galerie, broń damasceńską, konie po sześć tysięcy franków, grecką kochankę!
trust	— To jest wielki przyjaciel Andrzeja i prawie nasz domownik.
trust	Od razu i niezłomnie uwierzyła w miłą sobie wiadomość, przyjęła ją nawet bez zdziwienia, jak coś, czego spodziewała się zawsze i co koniecznie stać się musiało.
surprise	Przecież bardzo długo mnie nie widziała.
surprise	— Dziwi się pani?
sadness	Dwa dni zimno trzęsie, kości bolą, że jęczysz, w głowie szumi, a kaszel, zdaje się, piersi rozrywa.
surprise	— A ty tu znowu, Brühl?
surprise	Młodzieniec stał zadumany u drzwi, gdy poczuł że go ktoś zlekka za suknię pociąga i odwróciwszy się ujrzał O. Maura, który z chóru go zobaczywszy, przybył powitać.
neutral	— rzekła.
anticipation	— A zwleczesz się?
neutral	De Polewkarum usu et honestate łykandi per Silvestrem Prieratem, Jacobinum.
trust	— Bógże ci zapłać, bo mi będzie starość lżejsza.
surprise	Kapitanowie, którzy wysiedli później na ląd, opowiadali o dziwacznej wyprawie nieznajomych i wypytywali, kim są ci dwaj antypatyczni wariaci, rozbijający się w szalupie za jakimś mężczyzną i jakąś kobietą i rozpowiadający historię, z której nic nie można było wyrozumieć.
joy	W pobliskim kościele klasztornym podziwiał na obrazach i relikwiarzach owe przecudne skamieniałe światła i pragnął bardzo w duszy, by doń przemówiły i wyznały mu tajnię swego pochodzenia.
fear	Następnie były tam i wizyty mniej przyjemne, rozeszła się bowiem wieść kilkakrotnie, że chciano kardynała zamordować.
anticipation	— Dlaczego?
sadness	Szedłem w owe straszliwe upały szukać cienia i trochę chłodu pod wielkimi kasztanami w Tuileriach. „ Skoro nie mogę zapomnieć, czy nie lepiej byłoby zabić się? ” — powiadałem sobie.
neutral	Do obiadu siadało osiemnaście osób, a w razie potrzeby i dwadzieścia mogłoby się pomieścić w sali jadalnej; ale z rana tylko siedmiu stałych mieszkańców schodziło się na śniadanie i wtedy można by pomyśleć, że to kółko rodzinne zasiada przy stole.
sadness	O je! jak boli!
neutral	Przed każdą stała miseczka z jarzynami, czarka z wodą, a obok leżała kromka chleba.
sadness	I wyrzekłszy się Marji, czuł taki żal, taką rozpacz po niej, że wracał jeszcze, mówił znowu — kocham Marję.
anger	Jać wam służę... a chcecie zbyć mnie psim swędem... niedoczekanie!
